id,state,lgbt,owner,sliding_fee,accredited,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,supp_women,supp_men,supp_cooccur,supp_hiv,supp_sexabuse,supp_ipv,supp_trauma,num_assessment,num_test,num_medical,num_transition,num_recovery,num_education,num_ancillary,num_psychopharm
201911879,OH,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,2,4,4,3,0
201911880,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,6,6,2,4,3,7,4,4
201911881,OH,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,1,1,1,1,5,6,0,1,3,5,3,3
201911882,OH,1,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,6,6,2,3,2,8,4,12
201911883,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,2,3,1,0
201911884,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,3,2,3,2,0
201911885,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,0,0,0,8,2,0,4,3,7,5,13
201911886,OH,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,7,7,2,4,4,9,6,12
201911887,OH,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,5,5,0,4,4,9,6,2
201911888,OH,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,7,2,0,3,5,9,8,6
201911889,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,1,5,2,0
201911890,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,1,0,0,0,1,7,7,0,3,2,8,3,8
201911891,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,3,5,4,1,7
201911892,OH,0,State Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,7,7,2,4,3,6,5,11
201911893,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,1,0,1,6,1,0,3,2,4,3,0
201911894,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,5,7,0,3,2,10,3,7
201911895,OH,1,"Private, For-profit",0,1,0,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,6,2,0,4,5,7,4,8
201911896,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,0,1,0,0,0,1,5,0,0,4,2,5,4,0
201911897,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,1,5,2,0
201911898,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,0,0,0,6,2,0,3,4,6,2,6
201911899,OH,1,"Private, For-profit",0,1,0,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,6,2,0,4,5,7,4,8
201911900,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,2,0,7,3,0
201911901,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,3,0,4,1,0
201911902,OH,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,0,1,1,6,3,0,3,3,6,4,0
201911903,OH,1,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,1,1,1,1,6,8,0,3,5,6,3,6
201911904,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,4,2,0,3,3,7,4,8
201911905,OH,1,"Private, Non-profit",1,0,0,NA,NA,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,2,3,0,4,4,6,3,2
201911906,OH,1,"Private, Non-profit",1,0,0,NA,NA,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,3,2,0,4,5,5,3,3
201911907,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,0,0,0,6,2,0,3,5,6,2,6
201911908,OH,0,State Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,0,0,1,1,3,2,0,3,5,6,4,2
201911909,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,0,0,1,6,1,0,4,5,5,4,6
201911910,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,4,2,0,3,2,4,3,0
201911911,OH,0,"Private, For-profit",0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,5,7,0,4,3,9,2,9
201911912,OH,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,0,0,1,6,5,0,4,6,6,4,2
201911913,OH,0,"Private, Non-profit",0,1,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,5,2,0,4,4,4,3,0
201911914,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,1,0,0,0,0,6,2,0,2,3,8,4,0
201911915,OH,1,"Private, Non-profit",0,1,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,4,3,1,3,3,6,4,9
201911916,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,4,6,0,4,5,3,2,2
201911917,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,5,7,0,3,2,10,3,7
201911918,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,4,3,4,2,1
201911919,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,7,3,0,4,6,8,6,5
201911920,OH,0,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,0,0,0,0,1,6,7,2,3,5,8,5,3
201911921,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,2,1,5,2,0
201911922,OH,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,1,1,6,2,0,4,5,8,4,0
201911923,OH,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,6,8,0,4,2,9,4,6
201911924,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,0,0,0,5,1,0,3,2,3,4,0
201911925,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,0,0,1,0,0,0,1,6,7,1,3,4,9,3,13
201911926,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,0,0,0,7,1,0,0,0,6,1,0
201911927,OH,1,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,4,6,0,4,3,8,3,10
201911928,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,7,3,0,4,6,8,6,5
201911929,OH,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,0,1,1,6,2,0,3,5,9,5,8
201911930,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,2,1,4,3,2
201911931,OH,0,"Private, Non-profit",1,1,0,NA,NA,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,7,6,0,4,6,10,6,3
201911932,OH,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,4,2,0,2,1,5,3,0
201911933,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,7,2,0,3,3,7,4,1
201911934,OH,1,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,3,7,0,3,4,9,7,7
201911935,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,1,1,1,8,9,0,4,6,10,7,7
201911936,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,1,1,1,8,8,0,4,6,9,7,7
201911937,OH,1,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,6,2,0,3,5,7,5,7
201911938,OH,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,0,0,1,6,2,0,3,3,7,3,1
201911939,OH,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,1,1,1,7,6,0,4,5,7,6,10
201911940,OH,1,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,1,1,1,1,1,1,1,6,1,0,4,4,5,4,8
201911941,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,2,2,0
201911942,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,3,2,0
201911943,OH,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,2,3,9,5,3
201911944,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,3,3,7,4,4
201911945,OH,0,"Private, For-profit",1,1,0,NA,NA,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,6,2,0,3,1,4,4,5
201911946,OH,0,State Government,0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,5,6,4,5
201911947,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,1,2,6,4,0
201911948,OH,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,4,3,8,2,0
201911949,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,0,1,1,1,7,3,0,3,5,8,4,11
201911950,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,0,0,0,2,1,0,3,2,3,4,0
201911951,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,7,1,0,2,2,5,4,1
201911952,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,7,1,0,2,2,5,4,1
201911953,OH,1,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,3,1,0,3,5,3,5,0
201911954,OH,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,8,8,0,3,5,10,5,11
201911955,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,3,5,6,5,5
201911956,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,5,2,0,4,5,6,4,2
201911957,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,7,3,0,3,2,5,5,1
201911958,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,1,1,0,0,0,0,0,5,2,0,4,5,8,6,7
201911959,OH,1,"Private, For-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,4,1,0,4,5,8,2,0
201911960,OH,0,"Private, For-profit",0,0,0,NA,NA,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,4,2,0,1,3,8,1,0
201911961,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,0,0,1,8,3,0,2,2,6,2,0
201911962,OH,1,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,7,2,0,4,3,7,4,0
201911963,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,1,0,1,7,7,0,3,4,8,5,1
201911964,OH,1,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,6,0,0,1,0,8,3,0
201911965,OH,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,0,1,0,0,0,0,7,9,0,4,4,7,4,13
201911966,OH,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,1,0,0,0,0,6,9,0,4,4,7,4,12
201911967,OH,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,7,3,0,4,2,6,4,9
201911968,OH,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1,5,1,0,2
201911969,OH,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,3,3,5,4,0
201911970,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,2,1,5,2,0
201911971,OH,0,"Private, For-profit",1,0,0,NA,NA,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,5,1,0,4,5,4,2,0
201911972,OH,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,7,2,0,4,6,9,4,12
201911973,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,7,1,0,4,4,6,5,0
201911974,OH,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,1,0,1,7,8,2,4,2,8,3,12
201911975,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,4,6,0,4,3,8,3,10
201911976,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,2,2,4,3,0
201911977,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,5,1,0,2,2,4,3,4
201911978,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,3,1,0,3,0,3,3,0
201911979,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,5,1,0,3,0,4,3,4
201911980,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,5,1,0,3,2,4,3,5
201911981,OH,1,"Private, Non-profit",1,1,1,1,0,0,NA,NA,NA,1,0,1,0,0,0,1,1,1,1,1,1,1,6,8,2,4,4,9,4,3
201911982,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,4,7,0,4,4,8,3,4
201911983,OH,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,6,6,2,3,3,10,3,8
201911984,OH,1,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,2,3,3,7,4,7
201911985,OH,1,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,0,0,0,0,0,2,7,0,1,0,3,1,3
201911986,OH,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,1,0,0,0,0,0,8,2,0,3,4,5,4,0
201911987,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,1,1,1,0,1,1,1,4,5,0,1,1,5,0,11
201911988,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,3,7,1,2,0,5,1,1
201911989,OH,0,"Private, Non-profit",1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,7,7,0,3,3,4,2,3
201911990,OH,1,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,1,1,1,1,1,2,6,0,2,3,7,3,4
201911991,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,0,0,0,1,1,3,7,2,4,2,7,3,4
201911992,OH,1,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,1,1,1,1,1,3,8,0,4,4,7,2,4
201911993,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,1,1,1,0,0,0,0,4,8,0,4,3,9,4,4
201911994,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,5,7,0,3,2,9,2,6
201911995,OH,1,"Private, For-profit",0,1,1,1,1,0,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,3,2,1,3,3
201911996,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,4,3,0,4,3,3,2,0
201911997,OH,1,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,1,1,1,1,1,6,6,2,3,1,7,4,8
201911998,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,1,0,0,0,0,0,5,2,0,3,2,7,3,1
201911999,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,1,4,2,0,4,4,5,2,5
201912000,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,1,6,2,2
201912001,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,1,6,2,2
201912002,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,1,6,2,2
201912003,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,2,3,2,2
201912004,OH,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,2,2,2,0
201912005,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,1,6,2,2
201912006,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,1,6,2,2
201912007,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,1,6,2,2
201912008,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,1,6,2,2
201912009,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,0,4,5,10,3,10
201912010,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,0,0,1,7,3,0,4,6,8,5,8
201912011,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,0,0,1,6,1,0,3,5,5,3,0
201912012,OH,0,"Private, For-profit",0,1,1,1,1,0,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,5,9,0,2,2,7,2,8
201912013,OH,0,"Private, For-profit",0,1,0,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,2,7,1,2,4,6,4,9
201912014,OH,1,"Private, For-profit",1,1,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,7,2,4,3,7,3,6
201912015,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,4,8,0,4,2,8,3,4
201912016,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,0,0,0,0,0,5,3,0,4,3,8,0,3
201912017,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,4,6,0,4,3,6,3,9
201912018,OH,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,4,6,0,4,3,6,3,9
201912019,OH,0,"Private, For-profit",0,0,0,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,5,1,0,3,4,7,4,0
201912020,OH,0,Local Government,1,1,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,7,2,3,3,6,2,10
201912021,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,3,1,0
201912022,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,6,2,0,3,4,6,4,4
201912023,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,1,0,0,0,0,7,1,0,3,5,10,6,6
201912024,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,2,2,6
201912025,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,4,7,0,4,2,9,2,5
201912026,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,3,2,6
201912027,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,2,2,6
201912028,OH,0,"Private, For-profit",NA,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,2,2,6
201912029,OH,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,1,0,0,1,1,6,5,0,4,5,4,4,2
201912030,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,0,0,0,0,4,5,0,2,2,5,1,2
201912031,OH,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,0,0,0,0,4,5,0,2,2,5,1,2
201912032,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,0,0,0,6,2,0,3,1,4,2,0
201912033,OH,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,6,4,0,4,5,7,4,4
201912034,OH,0,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,6,2,0,4,4,10,2,0
201912035,OH,1,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,3,1,0,3,3,5,3,0
201912036,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,8,2,3,1,8,3,12
201912037,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,8,2,3,1,8,3,12
201912038,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,8,2,3,1,8,3,12
201912039,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,8,2,3,1,8,3,12
201912040,OH,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,3,2,5,1,3
201912041,OH,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,1,1,1,1,1,1,1,8,8,0,4,6,8,8,4
201912042,OH,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,6,1,0,3,4,5,4,0
201912043,OH,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,7,1,0,3,4,6,4,0
